Info					LAZARUS							OFFICIAL							CHANGES																LEVEL - UP MOVES																											EGG MOVES																	TM/HM MOVES																																						MOVE TUTOR MOVES																								POKEDEX STATS							
Name	Nat #	#	Type		HP	ATK	DEF	SPA	SPD	SPE	BST	HP	ATK	DEF	SPA	SPD	SPE	BST	HP	ATK	DEF	SPA	SPD	SPE	BST	Ability 1	Ability 2	Hidden Ability	Evolution	Item 1 - 50%	Item 2 - 5%	Location	Egg Groups		Move 1	Move 2	Move 3	Move 4	Move 5	Move 6	Move 7	Move 8	Move 9	Move 10	Move 11	Move 12	Move 13	Move 14	Move 15	Move 16	Move 17	Move 18	Move 19	Move 20	Move 21	Move 22	Move 23	Move 23	Move 24	Move 25	Move 26	Move 1	Move 2	Move 3	Move 4	Move 5	Move 6	Move 7	Move 8	Move 9	Move 10	Move 11	Move 12	Move 13	Move 14	Move 15	Move 16	Move 17	Move 1	Move 2	Move 3	Move 4	Move 5	Move 6	Move 7	Move 8	Move 9	Move 10	Move 11	Move 12	Move 13	Move 14	Move 15	Move 16	Move 17	Move 18	Move 19	Move 20	Move 21	Move 22	Move 23	Move 24	Move 25	Move 26	Move 27	Move 28	Move 29	Move 30	Move 31	Move 32	Move 33	Move 34	Move 35	Move 36	Move 37	Move 38	Move 1	Move 2	Move 3	Move 4	Move 5	Move 6	Move 7	Move 8	Move 9	Move 10	Move 11	Move 12	Move 13	Move 14	Move 15	Move 16	Move 17	Move 18	Move 19	Move 20	Move 21	Move 22	Move 23	Sprite #	EV Yield	Height (m)	Weight (kg)	Base Exp.	Catch Rate	Egg Cycles	Base Friendship	Growth Rate
Mega Aurorus	699	206	Fairy	Ice	128	77	92	139	132	53	621							0	128	77	92	139	132	53	621	Prism Armor			Aurorite			Aurorus (form)	Monster	Monster	Evo, Freeze-Dry	1, Deepwater Curse	1, Growl	1, Powder Snow	5, Thunder Wave	10, Rock Throw	13, Icy Wind	15, Disarming Voice	18, Mist	20, Aurora Beam	23, Ancient Power	27, Round	30, Avalanche	34, Hail	38, Dazzling Gleam	40, Encore	42, Light Screen	46, Ice Beam	50, Mystical Power	53, Blizzard	56, Moonblast				Fossil Exclusive	Dazzling Gleam	Chilling Water	Haze	Barrier	Mirror Coat	Magnet Rise	Discharge													TM03 - Water Pulse	TM04 - Calm Mind	TM06 - Toxic	TM13 - Ice Beam	TM14 - Blizzard	TM16 - Light Screen	TM17 - Protect	TM18 - Rain Dance	TM24 - Thunderbolt	TM25 - Thunder	TM26 - Earthquake	TM29 - Psychic	TM32 - Double Team	TM33 - Reflect	TM37 - Sandstorm	TM39 - Rock Tomb	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM49 - Bulldoze	TM50 - Deepwater Curse	TM52 - Frost Breath	TM58 - Thunder Wave	TM59 - Dark Pulse	HM05 - Flash	HM06 - Rock Smash													Body Slam	Dream Eater	Endure	Icy Wind	Psych Up	Rock Slide	Sleep Talk	Snore	Swagger															699M	2 HP	2.7	225.0	104	45	30	50	Medium Fast
Mega Meganium	154	213	Grass	Fairy	100	92	115	143	115	80	645	80	92	115	143	115	80	625	20	0	0	0	0	0	20	Thick Layers			Meganiumite			Meganium (form)	Monster	Grass	Evo, Petal Dance	1, Petal Blizzard	1, Dragon Rage	1, Tackle	1, Growl	6, Razor Leaf	9, Poison Powder	12, Synthesis	18, Reflect	20, Magical Leaf	22, Draining Kiss	25, Dragon Breath	26, Natural Gift	30, Dazzling Gleam	32, Sweet Scent	36, Light Screen	40, Body Slam	43, Moonblast	46, Safeguard	48, Fickle Beam	50, Aromatherapy	54, Solar Beam	60, Petal Blizzard					Vine Whip	Leech Seed	Counter	Ancient Power	Flail	Nature Power	Ingrain	Grass Whistle	Leaf Storm	Aromatherapy	Wring Out	Body Slam	Refresh	Heal Pulse	Grassy Terrain			TM06 - Toxic	TM09 - Bullet Seed	TM11 - Sunny Day	TM16 - Light Screen	TM17 - Protect	TM19 - Giga Drain	TM22 - Solar Beam	TM26 - Earthquake	TM32 - Double Team	TM33 - Reflect	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM49 - Bulldoze	HM01 - Cut	HM04 - Strength	HM05 - Flash	HM06 - Rock Smash																					Body Slam	Counter	Double-Edge	Endure	Fury Cutter	Mud-Slap	Sleep Talk	Snore	Swagger	Swords Dance														154M	1 Def, 2 Sp. Def	1.8	100.5	236	45	20	50	Medium Slow
Mega Typhlosion	157	216	Fire	Ground	83	120	108	133	115	100	659							0	83	120	108	133	115	100	659	Dry Skin			Typhlosionite			Typhlosion (form)	Field	Field	Evo, Burning Bulwark	1, Eruption	1, Double-Edge	1, Gyro Ball	1, Tackle	1, Leer	6, Smokescreen	10, Ember	13, Quick Attack	17, Mud-Slap	20, Flame Wheel	24, Defense Curl	27, Dig	31, Swift	35, Flame Charge	39, Earth Power	42, Lava Plume	46, Flamethrower	49, Extrasensory	53, Inferno	57, Rollout	64, Double-Edge	68, Burn Up	75, Eruption				Fury Swipes	Quick Attack	Reversal	Thrash	Foresight	Covet	Howl	Crush Claw	Double-Edge	Double Kick	Flare Blitz	Extrasensory	Nature Power	Flame Burst				TM06 - Toxic	TM11 - Sunny Day	TM17 - Protect	TM22 - Solar Beam	TM26 - Earthquake	TM28 - Dig	TM30 - Shadow Ball	TM31 - Brick Break	TM32 - Double Team	TM35 - Flamethrower	TM38 - Fire Blast	TM39 - Rock Tomb	TM40 - Aerial Ace	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM49 - Bulldoze	TM51 - Will-O-Wisp	TM53 - Power-Up Punch	HM01 - Cut	HM04 - Strength	HM06 - Rock Smash																	Body Slam	Counter	Defense Curl	Double-Edge	Dynamic Punch	Endure	Fire Punch	Fury Cutter	Mega Kick	Mega Punch	Mud-Slap	Rock Slide	Rollout	Seismic Toss	Sleep Talk	Snore	Swagger	Swift	Thunder Punch					157M	3 Sp. Atk	1.7	79.5	267	45	20	50	Medium Slow
Mega Feraligatr	160	219	Water	Dragon	90	161	135	89	103	72	650	85	160	125	89	93	78	630	5	1	10	0	10	-6	20	Strong Jaw			Feraligatite			Feraligatr (form)	Monster	Water 1	Evo, Jaw Lock	1, Agility	1, Scratch	1, Leer	6, Water Gun	8, Rage	13, Bite	15, Scary Face	21, Ice Fang	24, Flail	27, Crunch	33, Chip Away	36, Poison Fang	39, Slash	42, Screech	45, Thrash	48, Fishious Rend	51, Aqua Tail	57, Superpower	60, Hydro Pump								Crunch	Thrash	Hydro Pump	Ancient Power	Mud Sport	Water Sport	Ice Punch	Metal Claw	Dragon Dance	Aqua Jet	Fake Tears	Block	Water Pulse	Flatter				TM02 - Dragon Claw	TM03 - Water Pulse	TM06 - Toxic	TM07 - Whirlpool	TM13 - Ice Beam	TM14 - Blizzard	TM17 - Protect	TM18 - Rain Dance	TM26 - Earthquake	TM28 - Dig	TM31 - Brick Break	TM32 - Double Team	TM39 - Rock Tomb	TM40 - Aerial Ace	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM46 - Thief	TM49 - Bulldoze	TM53 - Power-Up Punch	TM55 - Snarl	TM56 - Scald	TM60 - Dragon Dance	HM01 - Cut	HM03 - Surf	HM04 - Strength	HM06 - Rock Smash	HM07 - Waterfall	HM08 - Dive										Body Slam	Counter	Double-Edge	Dynamic Punch	Endure	Fury Cutter	Ice Punch	Icy Wind	Mega Kick	Mega Punch	Mud-Slap	Rock Slide	Seismic Toss	Sleep Talk	Snore	Swagger	Swords Dance							160M	2 Atk, 1 Def	2.3	88.8	239	45	20	50	Medium Slow
Mega Hawlucha	701	223	Fighting	Flying	78	117	115	74	93	123	600	78	137	100	74	93	118	600	0	-20	15	0	0	5	0	Moxie			Hawluchite		King`s Rock	Hawlucha (form)	Flying	Human-Like	1, Detect	1, Tackle	1, Hone Claws	4, Karate Chop	8, Wing Attack	12, Roost	16, Aerial Ace	20, Encore	24, Trailblaze	28, Flying Press	32, Bounce	36, Poison Jab	40, Feather Dance	44, High Jump Kick	48, Sky Attack	55, Sky Drop	60, Swords Dance											Agility	Me First	Ally Switch	Entrainment	Mud Sport	Baton Pass	Quick Guard	Feint										TM06 - Toxic	TM08 - Bulk Up	TM11 - Sunny Day	TM12 - Taunt	TM17 - Protect	TM18 - Rain Dance	TM20 - Poison Jab	TM28 - Dig	TM31 - Brick Break	TM32 - Double Team	TM39 - Rock Tomb	TM40 - Aerial Ace	TM41 - Torment	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM46 - Thief	TM47 - Steel Wing	TM53 - Power-Up Punch	TM57 - Roost	HM01 - Cut	HM02 - Fly	HM04 - Strength	HM06 - Rock Smash															Body Slam	Endure	Fire Punch	Mega Kick	Mega Punch	Rock Slide	Sleep Talk	Snore	Swagger	Swift	Swords Dance	Thunder Punch												701M	2 Atk	0.8	21.5	175	100	20	50	Medium Fast
Mega Centiskorch	851	225	Fire	Bug	105	145	85	100	100	90	625							0	105	145	85	100	100	90	625	Tinted Lens			Centiskite			Centiskorch (form)	Bug	Bug	Evo, Fire Fang	1, Inferno	1, Ember	1, Smokescreen	5, Wrap	10, Bite	15, Flame Wheel	20, Bug Bite	23, Coil	27, Slam	30, Fire Spin	34, Crunch	37, Leech Life	41, Fell Stinger	45, Fire Lash	48, Lunge	53, Electroweb	55, Burn Up	60, Scald									Knock Off	Struggle Bug	Rollout	Defense Curl														TM11 - Sunny Day	TM17 - Protect	TM22 - Solar Beam	TM35 - Flamethrower	TM38 - Fire Blast	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM51 - Will-O-Wisp	TM56 - Scald																													Defense Curl	Endure	Rollout	Sleep Talk	Snore																			851M	2 Atk	?	?	184	75	20	50	Medium Fast
Mega Cyclizar S	967	245	Dragon	Fighting	70	145	100	85	80	131	611							0	70	145	100	85	80	131	611	Moxie			Cyclizite S			Cyclizar (form)	Field	Field	1, Tackle	1, Growl	7, Rapid Spin	11, Taunt	14, Breaking Swipe	18, Quick Attack	20, Rock Smash	23, Bite	25, U-Turn	28, Uproar	31, Shed Tail	33, Body Slam	35, Drain Punch	37, Dragon Claw	40, Shift Gear	42, Crunch	44, Dragon Pulse	47, Terrain Pulse	51, Double-Edge	55, Dragon Rush	60, Collision Course	60, Electro Drift						Aqua Tail	Iron Tail	Knock Off	Power Whip														TM02 - Dragon Claw	TM11 - Sunny Day	TM12 - Taunt	TM17 - Protect	TM18 - Rain Dance	TM24 - Thunderbolt	TM35 - Flamethrower	TM40 - Aerial Ace	TM42 - Facade	TM44 - Rest	TM46 - Thief																												Body Slam	Double-Edge	Endure	Mud-Slap	Sleep Talk																			967MS	2 Spe	1.6	63.0	175	190	30	50	Medium Slow
Mega Cyclizar V	967	245	Dragon	Electric	70	85	80	145	95	136	611							0	70	85	80	145	95	136	611	Electric Surge			Cyclizite V			Cyclizar (form)	Field	Field	1, Tackle	1, Growl	7, Rapid Spin	11, Taunt	14, Breaking Swipe	18, Quick Attack	20, Rock Smash	23, Bite	25, U-Turn	28, Uproar	31, Shed Tail	33, Body Slam	35, Drain Punch	37, Dragon Claw	40, Shift Gear	42, Crunch	44, Dragon Pulse	47, Terrain Pulse	51, Double-Edge	55, Dragon Rush	60, Collision Course	60, Electro Drift						Aqua Tail	Iron Tail	Knock Off	Power Whip														TM02 - Dragon Claw	TM11 - Sunny Day	TM12 - Taunt	TM17 - Protect	TM18 - Rain Dance	TM24 - Thunderbolt	TM35 - Flamethrower	TM40 - Aerial Ace	TM42 - Facade	TM44 - Rest	TM46 - Thief																												Body Slam	Double-Edge	Endure	Mud-Slap	Sleep Talk																			967MV	2 Spe	1.6	63.0	175	190	30	50	Medium Slow
Mega Golisopod	768	247	Bug	Steel	75	155	170	70	120	40	630	75	150	175	70	120	40	630	0	5	-5	0	0	0	0	Anger Shell			Golisopite			Golisopod (form)	Bug	Water 3	Evo, First Impression	1, Struggle Bug	1, Sand Attack	4, Fury Cutter	7, Rock Smash	10, Bug Bite	13, Spite	16, Swords Dance	21, Slash	26, Razor Shell	31, Sucker Punch	34, Pounce	36, Iron Defense	39, Flip Turn	41, Pin Missile	45, Spiky Shield	48, Liquidation											Spikes	Metal Claw	Wide Guard	Harden	Aqua Jet													TM03 - Water Pulse	TM06 - Toxic	TM08 - Bulk Up	TM12 - Taunt	TM13 - Ice Beam	TM14 - Blizzard	TM17 - Protect	TM18 - Rain Dance	TM20 - Poison Jab	TM31 - Brick Break	TM32 - Double Team	TM36 - Sludge Bomb	TM39 - Rock Tomb	TM40 - Aerial Ace	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM52 - Frost Breath	TM55 - Snarl	TM56 - Scald	TM59 - Dark Pulse	HM03 - Surf	HM06 - Rock Smash	HM07 - Waterfall	HM08 - Dive														Defense Curl	Endure	Fury Cutter	Icy Wind	Psych Up	Rock Slide	Rollout	Sleep Talk	Snore	Swagger	Swift	Swords Dance												768M	2 Def	2.0	108.0	186	45	20	50	Medium Fast
Mega Raichu X	26	250	Electric	Fighting	80	130	90	90	90	130	610	60	135	95	90	95	110	585	20	-5	-5	0	-5	20	25	Iron Fist			Raichuite X			Raichu (form)	Field	Fairy	1, Power-Up Punch	1, Fire Punch	1, Thunder Punch	1, Tail Whip	1, Thunder Shock	5, Growl	7, Play Nice	10, Quick Attack	13, Electro Ball	18, Thunder Wave	21, Feint	23, Double Team	26, Spark	29, Nuzzle	34, Discharge	37, Slam	42, Thunderbolt	45, Agility	50, Wild Charge	53, Light Screen	58, Thunder							Reversal	Bide	Present	Encore	Double Slap	Wish	Charge	Fake Out	Thunder Punch	Tickle	Flail	Endure	Lucky Chant	Bestow	Disarming Voice	Electric Terrain		TM01 - Wish	TM04 - Calm Mind	TM06 - Toxic	TM15 - Draining Kiss	TM16 - Light Screen	TM17 - Protect	TM18 - Rain Dance	TM24 - Thunderbolt	TM25 - Thunder	TM28 - Dig	TM31 - Brick Break	TM32 - Double Team	TM33 - Reflect	TM34 - Shock Wave	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM46 - Thief	TM58 - Thunder Wave	HM03 - Surf	HM04 - Strength	HM05 - Flash	HM06 - Rock Smash																Body Slam	Counter	Defense Curl	Double-Edge	Dynamic Punch	Endure	Mega Kick	Mega Punch	Mud-Slap	Rollout	Seismic Toss	Sleep Talk	Snore	Swagger	Swift	Thunder Punch								26MX	3 Spe	0.8	30.0	243	75	10	50	Medium Fast
Mega Raichu Y	26	250	Electric		80	90	65	125	100	150	610	60	100	55	160	80	130	585	20	-10	10	-35	20	20	25	Galvanize			Raichuite Y			Raichu (form)	Field	Fairy	1, Power-Up Punch	1, Fire Punch	1, Thunder Punch	1, Tail Whip	1, Thunder Shock	5, Growl	7, Play Nice	10, Quick Attack	13, Electro Ball	18, Thunder Wave	21, Feint	23, Double Team	26, Spark	29, Nuzzle	34, Discharge	37, Slam	42, Thunderbolt	45, Agility	50, Wild Charge	53, Light Screen	58, Thunder							Reversal	Bide	Present	Encore	Double Slap	Wish	Charge	Fake Out	Thunder Punch	Tickle	Flail	Endure	Lucky Chant	Bestow	Disarming Voice	Electric Terrain		TM01 - Wish	TM04 - Calm Mind	TM06 - Toxic	TM15 - Draining Kiss	TM16 - Light Screen	TM17 - Protect	TM18 - Rain Dance	TM24 - Thunderbolt	TM25 - Thunder	TM28 - Dig	TM31 - Brick Break	TM32 - Double Team	TM33 - Reflect	TM34 - Shock Wave	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM46 - Thief	TM58 - Thunder Wave	HM03 - Surf	HM04 - Strength	HM05 - Flash	HM06 - Rock Smash																Body Slam	Counter	Defense Curl	Double-Edge	Dynamic Punch	Endure	Mega Kick	Mega Punch	Mud-Slap	Rollout	Seismic Toss	Sleep Talk	Snore	Swagger	Swift	Thunder Punch								26MY	3 Spe	0.8	30.0	243	75	10	50	Medium Fast
Mega Scizor	212	265	Bug	Steel	70	150	140	65	100	75	600	70	150	140	65	100	75	600	0	0	0	0	0	0	0	Technician			Scizorite			Scizor (form)	Bug	Bug	Evo, Bullet Punch	1, Feint	1, Quick Attack	1, Leer	5, Focus Energy	9, Pursuit	13, False Swipe	17, Agility	21, Metal Claw	25, Fury Cutter	29, Slash	33, Swords Dance	37, Iron Defense	41, X-Scissor	45, Night Slash	49, Double Hit	50, Iron Head	57, Swords Dance	61, Feint									Counter	Baton Pass	Razor Wind	Reversal	Endure	Silver Wind	Bug Buzz	Night Slash	Defog	Steel Wing	Quick Guard							TM04 - Calm Mind	TM06 - Toxic	TM11 - Sunny Day	TM16 - Light Screen	TM17 - Protect	TM18 - Rain Dance	TM31 - Brick Break	TM32 - Double Team	TM37 - Sandstorm	TM40 - Aerial Ace	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM46 - Thief	TM47 - Steel Wing	TM57 - Roost	HM01 - Cut	HM04 - Strength	HM06 - Rock Smash																				Counter	Double-Edge	Endure	Fury Cutter	Sleep Talk	Snore	Swagger	Swift	Swords Dance															212M	2 Atk	2.0	125.0	210	25	25	50	Medium Fast
Mega Crabominable	740	274	Fighting	Ice	102	147	122	62	107	53	593	97	157	122	62	107	33	578	5	-10	0	0	0	20	15	Fluffy			Crabominabite		Cheri Berry	Crabominable (form)	Water 3	Water 3	Evo, Ice Punch	1, Deepwater Curse	1, Bubble	5, Rock Smash	9, Leer	13, Pursuit	17, Bubble Beam	22, Power-Up Punch	25, Dizzy Punch	26, Avalanche	28, Payback	30, Jet Punch	33, Reversal	37, Crabhammer	40, Iron Defense	43, Sky Uppercut	45, Ice Hammer	49, Close Combat										Wide Guard	Superpower	Endeavor	Amnesia														TM06 - Toxic	TM08 - Bulk Up	TM11 - Sunny Day	TM13 - Ice Beam	TM14 - Blizzard	TM17 - Protect	TM18 - Rain Dance	TM26 - Earthquake	TM28 - Dig	TM31 - Brick Break	TM32 - Double Team	TM39 - Rock Tomb	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM46 - Thief	TM49 - Bulldoze	TM50 - Deepwater Curse	TM52 - Frost Breath	TM53 - Power-Up Punch	TM56 - Scald	HM06 - Rock Smash																	Body Slam	Dynamic Punch	Endure	Ice Punch	Icy Wind	Mud-Slap	Rock Slide	Sleep Talk	Snore	Swagger	Swift	Thunder Punch												740M	2 Atk	1.7	180.0	167	60	20	50	Medium Fast
Mega Medicham	308	282	Fighting	Psychic	80	103	85	90	85	107	550	60	100	85	80	85	100	510	20	3	0	10	0	7	40	Pure Power			Medichamite			Medicham (form)	Human-Like	Human-Like	Evo, Blaze Kick	1, Zen Headbutt	1, Fire Punch	1, Thunder Punch	1, Ice Punch	1, Bide	4, Meditate	7, Confusion	9, Detect	12, Endure	15, Feint	17, Force Palm	20, Hidden Power	23, Calm Mind	25, Mind Reader	28, High Jump Kick	31, Psych Up	33, Accupressure	35, Spirit Break	36, Power Trick	40, Psychic	42, Reversal	44, Trop Kick	47, Recover	53, Counter			Fire Punch	Thunder Punch	Ice Punch	Foresight	Fake Out	Baton Pass	Dynamic Punch	Power Swap	Guard Swap	Psycho Cut	Bullet Punch	Drain Punch	Secret Power	Quick Guard				TM04 - Calm Mind	TM05 - Psyshock	TM06 - Toxic	TM08 - Bulk Up	TM11 - Sunny Day	TM12 - Taunt	TM16 - Light Screen	TM17 - Protect	TM18 - Rain Dance	TM20 - Poison Jab	TM29 - Psychic	TM30 - Shadow Ball	TM31 - Brick Break	TM32 - Double Team	TM33 - Reflect	TM39 - Rock Tomb	TM40 - Aerial Ace	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM46 - Thief	TM48 - Skill Swap	TM53 - Power-Up Punch	HM04 - Strength	HM05 - Flash	HM06 - Rock Smash													Body Slam	Counter	Double-Edge	Dream Eater	Dynamic Punch	Endure	Fire Punch	Ice Punch	Mega Kick	Mega Punch	Metronome	Mud-Slap	Psych Up	Rock Slide	Seismic Toss	Sleep Talk	Snore	Swagger	Swift	Thunder Punch				308M	2 Spe	1.3	31.5	179	90	20	50	Medium Fast
Mega Pangoro	675	290	Fighting	Dark	95	144	98	79	91	88	595							0	95	144	98	79	91	88	595	Nature`s Tools			Pangorite		Mental Herb	Pangoro (form)	Human-Like	Field	Evo, Bullet Punch	1, Hammer Arm	1, Low Sweep	1, Entrainment	1, Tackle	1, Leer	7, Arm Thrust	10, Work Up	12, Karate Chop	15, Comet Punch	20, Feint Attack	23, Mega Punch	25, Circle Throw	27, Vital Throw	30, Razor Leaf	33, Body Slam	39, Crunch	42, Entrainment	45, Parting Shot	48, Sky Uppercut	50, Low Sweep	53, Taunt	58, Hammer Arm	60, Wicked Blow	70, Surging Strikes			Quash	Me First	Quick Guard	Foul Play	Storm Throw	Power Trip												TM02 - Dragon Claw	TM06 - Toxic	TM08 - Bulk Up	TM11 - Sunny Day	TM12 - Taunt	TM17 - Protect	TM18 - Rain Dance	TM20 - Poison Jab	TM26 - Earthquake	TM28 - Dig	TM31 - Brick Break	TM32 - Double Team	TM36 - Sludge Bomb	TM39 - Rock Tomb	TM40 - Aerial Ace	TM41 - Torment	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM46 - Thief	TM49 - Bulldoze	TM53 - Power-Up Punch	TM55 - Snarl	TM59 - Dark Pulse	HM01 - Cut	HM03 - Surf	HM04 - Strength	HM06 - Rock Smash											Body Slam	Endure	Fire Punch	Ice Punch	Mega Kick	Mega Punch	Rock Slide	Seismic Toss	Sleep Talk	Snore	Swagger	Swords Dance	Thunder Punch											675M	2 Atk	2.1	136.0	173	65	25	50	Medium Fast
Mega Dragalge	691	292	Poison	Dragon	65	85	105	132	163	44	594	65	85	105	132	163	44	594	0	0	0	0	0	0	0	Analytic			Dragalgite			Dragalge (form)	Dragon	Water 1	Evo, Twister	1, Dragon Tail	1, Tackle	1, Smokescreen	1, Water Gun	5, Feint Attack	9, Tail Whip	12, Bubble	15, Acid	19, Camouflage	23, Poison Tail	25, Water Pulse	28, Double Team	32, Toxic	35, Dragon Dance	35, Aqua Tail	38, Sludge Bomb	40, Poison Jab	42, Hydro Pump	46, Dragon Pulse	50, Dragon Tail							Toxic Spikes	Play Rough	Haze	Acid Armor	Venom Drench													TM03 - Water Pulse	TM06 - Toxic	TM07 - Whirlpool	TM17 - Protect	TM18 - Rain Dance	TM20 - Poison Jab	TM21 - Acid Spray	TM24 - Thunderbolt	TM25 - Thunder	TM30 - Shadow Ball	TM32 - Double Team	TM34 - Shock Wave	TM36 - Sludge Bomb	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM46 - Thief	TM56 - Scald	TM60 - Dragon Dance	HM03 - Surf	HM07 - Waterfall	HM08 - Dive																	Endure	Icy Wind	Mud-Slap	Sleep Talk	Snore	Swagger																		691M	2 Sp. Def	1.8	81.5	173	55	20	50	Medium Fast
Mega Chandelure	609	301	Ghost	Fire	70	65	110	175	120	100	640	60	75	110	175	110	90	620	10	-10	0	0	10	10	20	Shadow Tag			Chandelurite			Chandelure (form)	Amorphous	Amorphous	1, Ember	1, Astonish	3, Minimize	5, Smog	7, Fire Spin	10, Confuse Ray	13, Night Shade	16, Will-O-Wisp	20, Flame Burst	24, Imprison	28, Hex	30, Flash	33, Memento	38, Inferno	40, Infernal Parade	43, Curse	49, Shadow Ball	55, Pain Split	61, Overheat									Acid Armor	Heat Wave	Haze	Endure	Captivate	Acid	Clear Smog	Power Split										TM04 - Calm Mind	TM06 - Toxic	TM11 - Sunny Day	TM12 - Taunt	TM17 - Protect	TM22 - Solar Beam	TM23 - Hex	TM29 - Psychic	TM30 - Shadow Ball	TM32 - Double Team	TM34 - Shock Wave	TM35 - Flamethrower	TM38 - Fire Blast	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM46 - Thief	TM51 - Will-O-Wisp	TM59 - Dark Pulse	HM05 - Flash																			Dream Eater	Endure	Psych Up	Sleep Talk	Snore	Swagger																		609M	3 Sp. Atk	1.0	34.3	260	45	20	50	Medium Slow
Mega Heliolisk	695	319	Electric	Fire	62	75	72	159	104	119	591							0	62	75	72	159	104	119	591	Drought			Heliolite			Heliolisk (form)	Dragon	Monster	Evo, Snarl	Evo, Eerie Impulse	1, Pound	1, Tail Whip	6, Thunder Shock	11, Charge	13, Mud-Slap	17, Quick Attack	20, Dig	22, Uproar	25, Parabolic Charge	27, Nuzzle	29, Flame Burst	31, Thunder Wave	34, Bulldoze	36, Volt Switch	38, Discharge	41, Flamethrower	43, Electrify	46, Thunderbolt	50, Hyper Voice							Agility	Glare	Camouflage	Electric Terrain														TM06 - Toxic	TM11 - Sunny Day	TM16 - Light Screen	TM17 - Protect	TM18 - Rain Dance	TM22 - Solar Beam	TM24 - Thunderbolt	TM25 - Thunder	TM28 - Dig	TM32 - Double Team	TM34 - Shock Wave	TM35 - Flamethrower	TM37 - Sandstorm	TM39 - Rock Tomb	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM49 - Bulldoze	TM58 - Thunder Wave	TM59 - Dark Pulse	HM01 - Cut	HM03 - Surf	HM05 - Flash																Endure	Fire Punch	Mega Kick	Mega Punch	Mud-Slap	Psych Up	Rock Slide	Sleep Talk	Snore	Swagger	Swift	Thunder Punch												695M	1 Sp. Atk, 1 Spe	1.0	21.0	168	75	20	50	Medium Fast
Mega Falinks	870	320	Fighting	Steel	65	135	135	70	65	100	570	65	135	135	70	65	100	570	0	0	0	0	0	0	0	Technician			Falinksite			Falinks (form)	Fairy	Mineral	1, Tackle	1, Protect	5, Rock Smash	10, Focus Energy	14, Headbutt	17, Bug Bite	19, Metal Claw	22, Bulk Up	24, Endure	27, Spiky Shield	30, Reversal	34, Body Press	36, First Impression	38, Iron Head	40, No Retreat	42, Iron Defense	46, Bullet Seed	50, Close Combat	53, Population Bomb	56, Megahorn	60, Counter							Incompatible																	TM08 - Bulk Up	TM11 - Sunny Day	TM17 - Protect	TM18 - Rain Dance	TM20 - Poison Jab	TM31 - Brick Break	TM39 - Rock Tomb	TM42 - Facade	TM44 - Rest	HM06 - Rock Smash																													Body Slam	Counter	Endure	Psych Up	Rock Slide	Sleep Talk	Snore	Swords Dance																870M	2 Atk, 1 Sp. Def	3.0	62.0	165	45	25	50	Medium Fast
Mega Flygon	330	323	Bug	Dragon	80	120	90	135	90	110	625							0	80	120	90	135	90	110	625	Burrower			Flygonite			Flygon (form)	Bug	Dragon	Evo, Dragon Claw	1, Dragon Breath	1, Dragon Dance	1, Sand Attack	1, Sonic Boom	1, Feint Attack	1, Bide	5, Mud-Slap	8, Bulldoze	12, Sand Tomb	15, Rock Slide	19, Supersonic	22, Screech	26, Stomping Tantrum	28, Dragon Tail	30, Breaking Swipe	33, Earth Power	36, Sandstorm	38, Hyper Voice	41, Dragon Dance	43, Leech Life	49, Attack Order						Focus Energy	Quick Attack	Gust	Flail	Fury Cutter	Mud Shot	Endure	Earth Power	Bug Bite	Signal Beam								TM02 - Dragon Claw	TM06 - Toxic	TM11 - Sunny Day	TM17 - Protect	TM19 - Giga Drain	TM22 - Solar Beam	TM26 - Earthquake	TM28 - Dig	TM32 - Double Team	TM35 - Flamethrower	TM37 - Sandstorm	TM38 - Fire Blast	TM39 - Rock Tomb	TM40 - Aerial Ace	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM47 - Steel Wing	TM49 - Bulldoze	TM53 - Power-Up Punch	TM57 - Roost	TM60 - Dragon Dance	HM02 - Fly	HM04 - Strength	HM06 - Rock Smash														Body Slam	Double-Edge	Endure	Fire Punch	Fury Cutter	Mega Kick	Mega Punch	Mud-Slap	Rock Slide	Sleep Talk	Snore	Swagger	Swift	Thunder Punch										330M	1 Atk, 2 Spe	2.0	82.0	260	45	20	50	Medium Slow
